company_id,category,feature_name,feature_value,contribution,direction,description
263,employment,net_hiring_rate_6m,0.6279,4.4,positive,최근 6개월 순채용률이 동일 산업 내 상위 1% 수준입니다.
263,industry,industry_revenue_growth_1y,0.0344,-2.0,negative,소속 산업 매출 성장률이 전체 산업 대비 하위 25% 수준에 그칩니다.
263,employment,employee_volatility,0.2571,-1.6,negative,고용 변동성이 동일 산업 내 높은 편입니다(위험 요인).
263,news_event,high_intensity_event_12m_count,0.0,-0.5,negative,고강도 성장 이벤트가 동일 산업 내 하위 37% 수준에 그칩니다.
264,financial,revenue_cagr_best,1.6505,11.0,positive,중기(CAGR) 매출 성장률이 동일 산업 내 상위 4% 수준입니다.
264,financial,liabilities_to_assets,0.0527,7.7,positive,자산 대비 부채 비율이 동일 산업 내 낮은 편입니다(안정 요인).
264,patent,patent_momentum,3.0,4.6,positive,최근 특허 활동 모멘텀이 동일 산업 내 상위 18% 수준입니다.
264,employment,employee_growth_6m,-0.1429,-4.8,negative,최근 6개월 고용 증가율이 동일 산업 내 하위 5% 수준에 그칩니다.
264,employment,net_hiring_rate_6m,-0.1525,-3.7,negative,최근 6개월 순채용률이 동일 산업 내 하위 9% 수준에 그칩니다.
264,financial,operating_margin,-2.7219,-3.6,negative,영업이익률이 동일 산업 내 하위 20% 수준에 그칩니다.
265,employment,net_hiring_rate_6m,0.2655,3.7,positive,최근 6개월 순채용률이 동일 산업 내 상위 9% 수준입니다.
265,employment,employee_growth_6m,0.2353,3.6,positive,최근 6개월 고용 증가율이 동일 산업 내 상위 17% 수준입니다.
265,news_event,investment_event_24m_count,6.0,2.3,positive,최근 24개월 투자 유치 이벤트가 동일 산업 내 상위 7% 수준입니다.
265,financial,revenue_growth_1y,-0.3677,-7.4,negative,최근 1년 매출 성장률이 동일 산업 내 하위 6% 수준에 그칩니다.
265,financial,operating_margin_change_1y,-3.0981,-4.7,negative,영업이익률 개선폭이 동일 산업 내 하위 4% 수준에 그칩니다.
265,financial,asset_growth_1y,-0.1533,-3.1,negative,최근 1년 자산 성장률이 동일 산업 내 하위 20% 수준에 그칩니다.
266,patent,patent_count_3y,45.0,5.3,positive,최근 3년 특허 출원이 동일 산업 내 상위 1% 수준입니다.
266,patent,patent_momentum,2.6538,3.9,positive,최근 특허 활동 모멘텀이 동일 산업 내 상위 23% 수준입니다.
266,employment,employee_growth_6m,0.1667,2.8,positive,최근 6개월 고용 증가율이 동일 산업 내 상위 24% 수준입니다.
266,financial,liabilities_to_assets,4.6913,-4.0,negative,자산 대비 부채 비율이 동일 산업 내 높은 편입니다(위험 요인).
266,financial,revenue_growth_1y,-0.0676,-3.7,negative,최근 1년 매출 성장률이 동일 산업 내 하위 23% 수준에 그칩니다.
266,financial,asset_growth_1y,-0.2728,-3.4,negative,최근 1년 자산 성장률이 동일 산업 내 하위 8% 수준에 그칩니다.
267,financial,revenue_growth_1y,4.5722,7.4,positive,최근 1년 매출 성장률이 동일 산업 내 상위 6% 수준입니다.
267,financial,operating_margin_change_1y,22.2878,4.7,positive,영업이익률 개선폭이 동일 산업 내 상위 4% 수준입니다.
267,financial,liabilities_to_assets,0.1281,4.1,positive,자산 대비 부채 비율이 동일 산업 내 낮은 편입니다(안정 요인).
267,patent,patent_momentum,0.4286,-3.3,negative,최근 특허 활동 모멘텀이 동일 산업 내 하위 27% 수준에 그칩니다.
267,financial,operating_margin,-6.6135,-2.6,negative,영업이익률이 동일 산업 내 하위 12% 수준에 그칩니다.
267,industry,industry_revenue_growth_1y,0.0344,-2.0,negative,소속 산업 매출 성장률이 전체 산업 대비 하위 25% 수준에 그칩니다.
268,financial,liabilities_to_assets,0.1928,13.8,positive,자산 대비 부채 비율이 동일 산업 내 낮은 편입니다(안정 요인).
268,patent,patent_count_3y,8.0,2.7,positive,최근 3년 특허 출원이 동일 산업 내 상위 29% 수준입니다.
268,industry,industry_rd_growth_1y,0.2941,1.6,positive,소속 산업 R&D 투자 성장률이 전체 산업 대비 상위 25% 수준입니다.
268,employment,employee_growth_6m,0.0,-3.1,negative,최근 6개월 고용 증가율이 동일 산업 내 하위 26% 수준에 그칩니다.
268,employment,employee_growth_slope,-0.0222,-3.1,negative,고용 증가 추세가 동일 산업 내 하위 14% 수준에 그칩니다.
268,industry,industry_revenue_growth_1y,0.0344,-2.4,negative,소속 산업 매출 성장률이 전체 산업 대비 하위 25% 수준에 그칩니다.
269,financial,revenue_growth_1y,9.0268,7.8,positive,최근 1년 매출 성장률이 동일 산업 내 상위 4% 수준입니다.
269,financial,operating_margin_change_1y,88.57,4.9,positive,영업이익률 개선폭이 동일 산업 내 상위 1% 수준입니다.
269,financial,asset_growth_1y,0.8682,3.8,positive,최근 1년 자산 성장률이 동일 산업 내 상위 13% 수준입니다.
269,patent,patent_count_3y,0.0,-11.3,negative,최근 3년 특허 출원이 동일 산업 내 하위 8% 수준에 그칩니다.
269,patent,new_ipc_count_1y,0.0,-2.6,negative,신규 기술분야(IPC) 진출이 동일 산업 내 하위 21% 수준에 그칩니다.
269,employment,employee_growth_6m,0.0,-2.6,negative,최근 6개월 고용 증가율이 동일 산업 내 하위 26% 수준에 그칩니다.
270,financial,revenue_growth_1y,28.5041,6.6,positive,최근 1년 매출 성장률이 동일 산업 내 상위 1% 수준입니다.
270,financial,revenue_cagr_best,6.0009,5.3,positive,중기(CAGR) 매출 성장률이 동일 산업 내 상위 1% 수준입니다.
270,financial,asset_growth_1y,1.5103,3.6,positive,최근 1년 자산 성장률이 동일 산업 내 상위 6% 수준입니다.
270,industry,industry_revenue_growth_1y,0.0344,-2.0,negative,소속 산업 매출 성장률이 전체 산업 대비 하위 25% 수준에 그칩니다.
270,news_event,growth_event_12m_count,1.0,-1.4,negative,최근 12개월 성장 이벤트가 동일 산업 내 하위 29% 수준에 그칩니다.
270,patent,new_ipc_count_1y,0.0,-1.3,negative,신규 기술분야(IPC) 진출이 동일 산업 내 하위 21% 수준에 그칩니다.
271,patent,patent_count_3y,22.0,5.5,positive,최근 3년 특허 출원이 동일 산업 내 상위 7% 수준입니다.
271,financial,revenue_cagr_best,0.8009,5.2,positive,중기(CAGR) 매출 성장률이 동일 산업 내 상위 9% 수준입니다.
271,financial,asset_growth_1y,0.7702,3.3,positive,최근 1년 자산 성장률이 동일 산업 내 상위 15% 수준입니다.
271,employment,net_hiring_rate_6m,-0.2791,-4.6,negative,최근 6개월 순채용률이 동일 산업 내 하위 7% 수준에 그칩니다.
271,employment,employee_growth_6m,0.0,-3.1,negative,최근 6개월 고용 증가율이 동일 산업 내 하위 26% 수준에 그칩니다.
271,employment,employee_growth_slope,-0.0214,-2.9,negative,고용 증가 추세가 동일 산업 내 하위 16% 수준에 그칩니다.
272,financial,liabilities_to_assets,0.0068,3.8,positive,자산 대비 부채 비율이 동일 산업 내 낮은 편입니다(안정 요인).
272,patent,patent_count_3y,10.0,3.3,positive,최근 3년 특허 출원이 동일 산업 내 상위 19% 수준입니다.
272,financial,asset_growth_1y,0.9299,3.2,positive,최근 1년 자산 성장률이 동일 산업 내 상위 10% 수준입니다.
272,financial,revenue_growth_1y,-0.5885,-6.6,negative,최근 1년 매출 성장률이 동일 산업 내 하위 1% 수준에 그칩니다.
272,patent,patent_momentum,0.0,-5.8,negative,최근 특허 활동 모멘텀이 동일 산업 내 하위 10% 수준에 그칩니다.
272,financial,revenue_cagr_best,-0.4984,-5.3,negative,중기(CAGR) 매출 성장률이 동일 산업 내 하위 1% 수준에 그칩니다.
273,patent,patent_momentum,3.75,5.7,positive,최근 특허 활동 모멘텀이 동일 산업 내 상위 11% 수준입니다.
273,financial,revenue_growth_1y,1.2734,4.3,positive,최근 1년 매출 성장률이 동일 산업 내 상위 18% 수준입니다.
273,financial,operating_margin_change_1y,16.1274,3.6,positive,영업이익률 개선폭이 동일 산업 내 상위 6% 수준입니다.
273,financial,revenue_cagr_best,-0.0423,-4.4,negative,중기(CAGR) 매출 성장률이 동일 산업 내 하위 9% 수준에 그칩니다.
273,financial,asset_growth_1y,-0.4831,-4.0,negative,최근 1년 자산 성장률이 동일 산업 내 하위 1% 수준에 그칩니다.
273,financial,operating_margin,-14.5514,-2.5,negative,영업이익률이 동일 산업 내 하위 3% 수준에 그칩니다.
274,financial,liabilities_to_assets,0.0028,5.0,positive,자산 대비 부채 비율이 동일 산업 내 낮은 편입니다(안정 요인).
274,patent,patent_count_3y,15.0,4.0,positive,최근 3년 특허 출원이 동일 산업 내 상위 13% 수준입니다.
274,patent,patent_momentum,1.3846,2.9,positive,최근 특허 활동 모멘텀이 동일 산업 내 상위 30% 수준입니다.
274,financial,operating_margin_change_1y,-2.3494,-4.5,negative,영업이익률 개선폭이 동일 산업 내 하위 6% 수준에 그칩니다.
274,financial,operating_margin,-6.6975,-2.7,negative,영업이익률이 동일 산업 내 하위 10% 수준에 그칩니다.
274,patent,registered_ratio_mature,0.5556,-2.7,negative,특허 등록 전환율이 동일 산업 내 하위 12% 수준에 그칩니다.
275,patent,new_ipc_count_1y,3.0,2.2,positive,신규 기술분야(IPC) 진출이 동일 산업 내 상위 25% 수준입니다.
275,industry,industry_rd_growth_1y,0.2941,1.4,positive,소속 산업 R&D 투자 성장률이 전체 산업 대비 상위 25% 수준입니다.
275,employment,employee_volatility,0.0266,1.3,positive,고용 변동성이 동일 산업 내 낮은 편입니다(안정 요인).
275,patent,patent_count_3y,1.0,-8.1,negative,최근 3년 특허 출원이 동일 산업 내 하위 20% 수준에 그칩니다.
275,news_event,growth_event_12m_count,0.0,-2.6,negative,최근 12개월 성장 이벤트가 동일 산업 내 하위 12% 수준에 그칩니다.
275,financial,revenue_cagr_best,0.1251,-2.0,negative,중기(CAGR) 매출 성장률이 동일 산업 내 하위 31% 수준에 그칩니다.
276,patent,patent_momentum,1.8,3.6,positive,최근 특허 활동 모멘텀이 동일 산업 내 상위 25% 수준입니다.
276,financial,asset_growth_1y,0.5886,2.3,positive,최근 1년 자산 성장률이 동일 산업 내 상위 22% 수준입니다.
276,patent,patent_count_3y,8.0,2.3,positive,최근 3년 특허 출원이 동일 산업 내 상위 29% 수준입니다.
276,employment,employee_growth_6m,-0.0833,-3.8,negative,최근 6개월 고용 증가율이 동일 산업 내 하위 15% 수준에 그칩니다.
276,financial,revenue_growth_1y,0.0193,-3.1,negative,최근 1년 매출 성장률이 동일 산업 내 하위 27% 수준에 그칩니다.
276,employment,net_hiring_rate_6m,-0.0857,-3.0,negative,최근 6개월 순채용률이 동일 산업 내 하위 17% 수준에 그칩니다.
277,patent,patent_momentum,3.0,4.6,positive,최근 특허 활동 모멘텀이 동일 산업 내 상위 18% 수준입니다.
277,employment,employee_growth_6m,0.283,4.1,positive,최근 6개월 고용 증가율이 동일 산업 내 상위 12% 수준입니다.
277,financial,revenue_growth_1y,1.0361,3.7,positive,최근 1년 매출 성장률이 동일 산업 내 상위 23% 수준입니다.
277,patent,registered_ratio_mature,0.0,-3.5,negative,특허 등록 전환율이 동일 산업 내 하위 1% 수준에 그칩니다.
277,patent,patent_count_3y,2.0,-2.6,negative,최근 3년 특허 출원이 동일 산업 내 하위 26% 수준에 그칩니다.
277,industry,industry_revenue_growth_1y,0.0344,-2.0,negative,소속 산업 매출 성장률이 전체 산업 대비 하위 25% 수준에 그칩니다.
278,employment,employee_growth_6m,0.5,7.2,positive,최근 6개월 고용 증가율이 동일 산업 내 상위 3% 수준입니다.
278,employment,net_hiring_rate_6m,0.4286,6.0,positive,최근 6개월 순채용률이 동일 산업 내 상위 3% 수준입니다.
278,employment,employee_growth_slope,0.0639,4.8,positive,고용 증가 추세가 동일 산업 내 상위 3% 수준입니다.
278,patent,patent_count_3y,0.0,-16.2,negative,최근 3년 특허 출원이 동일 산업 내 하위 8% 수준에 그칩니다.
278,employment,employee_growth_acceleration,-0.2841,-3.8,negative,고용 증가 가속도가 동일 산업 내 하위 1% 수준에 그칩니다.
278,patent,new_ipc_count_1y,0.0,-3.7,negative,신규 기술분야(IPC) 진출이 동일 산업 내 하위 21% 수준에 그칩니다.
279,employment,employee_growth_slope,0.0204,1.9,positive,고용 증가 추세가 동일 산업 내 상위 28% 수준입니다.
279,industry,industry_rd_growth_1y,0.2941,1.6,positive,소속 산업 R&D 투자 성장률이 전체 산업 대비 상위 25% 수준입니다.
279,financial,liabilities_to_assets,0.4486,1.3,positive,자산 대비 부채 비율이 동일 산업 내 낮은 편입니다(안정 요인).
279,financial,revenue_growth_1y,-0.1165,-6.4,negative,최근 1년 매출 성장률이 동일 산업 내 하위 18% 수준에 그칩니다.
279,financial,asset_growth_1y,-0.0831,-3.0,negative,최근 1년 자산 성장률이 동일 산업 내 하위 24% 수준에 그칩니다.
279,patent,registered_ratio_mature,0.6923,-2.8,negative,특허 등록 전환율이 동일 산업 내 하위 17% 수준에 그칩니다.
280,patent,patent_count_3y,9.0,4.3,positive,최근 3년 특허 출원이 동일 산업 내 상위 22% 수준입니다.
280,industry,industry_rd_growth_1y,0.2941,1.9,positive,소속 산업 R&D 투자 성장률이 전체 산업 대비 상위 25% 수준입니다.
280,industry,industry_employee_growth_1y,0.0208,0.6,positive,소속 산업 고용 성장률이 전체 산업 대비 상위 42% 수준입니다.
280,employment,employee_growth_6m,-1.0,-8.9,negative,최근 6개월 고용 증가율이 동일 산업 내 하위 1% 수준에 그칩니다.
280,employment,net_hiring_rate_6m,-2.0,-7.1,negative,최근 6개월 순채용률이 동일 산업 내 하위 3% 수준에 그칩니다.
280,employment,employee_growth_slope,-0.1255,-5.7,negative,고용 증가 추세가 동일 산업 내 하위 3% 수준에 그칩니다.
281,patent,registered_ratio_mature,1.0,3.7,positive,특허 등록 전환율이 동일 산업 내 상위 24% 수준입니다.
281,financial,operating_margin,0.0891,2.2,positive,영업이익률이 동일 산업 내 상위 16% 수준입니다.
281,employment,employee_growth_slope,0.0252,2.2,positive,고용 증가 추세가 동일 산업 내 상위 24% 수준입니다.
281,patent,patent_count_3y,0.0,-8.9,negative,최근 3년 특허 출원이 동일 산업 내 하위 8% 수준에 그칩니다.
281,financial,revenue_cagr_best,0.0261,-4.1,negative,중기(CAGR) 매출 성장률이 동일 산업 내 하위 18% 수준에 그칩니다.
281,financial,revenue_growth_1y,-0.064,-4.0,negative,최근 1년 매출 성장률이 동일 산업 내 하위 25% 수준에 그칩니다.
282,employment,employee_volatility,0.0,5.8,positive,고용 변동성이 동일 산업 내 낮은 편입니다(안정 요인).
282,industry,industry_rd_growth_1y,0.2941,1.6,positive,소속 산업 R&D 투자 성장률이 전체 산업 대비 상위 25% 수준입니다.
282,financial,asset_growth_1y,0.1068,1.1,positive,최근 1년 자산 성장률이 동일 산업 내 상위 38% 수준입니다.
282,employment,net_hiring_rate_6m,-0.0769,-9.4,negative,최근 6개월 순채용률이 동일 산업 내 하위 19% 수준에 그칩니다.
282,financial,revenue_growth_1y,-0.172,-5.9,negative,최근 1년 매출 성장률이 동일 산업 내 하위 13% 수준에 그칩니다.
282,financial,revenue_cagr_best,-0.0123,-4.8,negative,중기(CAGR) 매출 성장률이 동일 산업 내 하위 12% 수준에 그칩니다.
283,financial,operating_margin,0.1942,6.0,positive,영업이익률이 동일 산업 내 상위 7% 수준입니다.
283,employment,employee_growth_slope,0.02,1.7,positive,고용 증가 추세가 동일 산업 내 상위 30% 수준입니다.
283,industry,industry_rd_growth_1y,0.2941,1.6,positive,소속 산업 R&D 투자 성장률이 전체 산업 대비 상위 25% 수준입니다.
283,financial,revenue_cagr_best,0.03,-8.4,negative,중기(CAGR) 매출 성장률이 동일 산업 내 하위 20% 수준에 그칩니다.
283,patent,patent_momentum,0.0,-6.9,negative,최근 특허 활동 모멘텀이 동일 산업 내 하위 10% 수준에 그칩니다.
283,patent,patent_count_3y,1.0,-3.8,negative,최근 3년 특허 출원이 동일 산업 내 하위 20% 수준에 그칩니다.
284,employment,employee_growth_6m,0.125,2.3,positive,최근 6개월 고용 증가율이 동일 산업 내 상위 29% 수준입니다.
284,employment,employee_growth_acceleration,0.2156,2.3,positive,고용 증가 가속도가 동일 산업 내 상위 8% 수준입니다.
284,financial,liabilities_to_assets,0.2702,2.1,positive,자산 대비 부채 비율이 동일 산업 내 낮은 편입니다(안정 요인).
284,patent,patent_momentum,0.0,-5.8,negative,최근 특허 활동 모멘텀이 동일 산업 내 하위 10% 수준에 그칩니다.
284,financial,revenue_cagr_best,0.041,-2.9,negative,중기(CAGR) 매출 성장률이 동일 산업 내 하위 23% 수준에 그칩니다.
284,patent,patent_count_3y,2.0,-2.6,negative,최근 3년 특허 출원이 동일 산업 내 하위 26% 수준에 그칩니다.
285,financial,asset_growth_1y,0.3591,4.4,positive,최근 1년 자산 성장률이 동일 산업 내 상위 31% 수준입니다.
285,financial,liabilities_to_assets,0.4053,4.1,positive,자산 대비 부채 비율이 동일 산업 내 낮은 편입니다(안정 요인).
285,patent,registered_ratio_mature,1.0,3.7,positive,특허 등록 전환율이 동일 산업 내 상위 24% 수준입니다.
285,financial,operating_margin,-1.91,-4.1,negative,영업이익률이 동일 산업 내 하위 24% 수준에 그칩니다.
285,patent,patent_count_3y,4.0,-3.2,negative,최근 3년 특허 출원이 동일 산업 내 하위 35% 수준에 그칩니다.
285,employment,employee_growth_6m,0.0,-3.1,negative,최근 6개월 고용 증가율이 동일 산업 내 하위 26% 수준에 그칩니다.
286,employment,employee_growth_slope,0.0373,2.5,positive,고용 증가 추세가 동일 산업 내 상위 16% 수준입니다.
286,financial,revenue_growth_1y,0.7949,2.4,positive,최근 1년 매출 성장률이 동일 산업 내 상위 32% 수준입니다.
286,industry,industry_rd_growth_1y,0.2941,1.4,positive,소속 산업 R&D 투자 성장률이 전체 산업 대비 상위 25% 수준입니다.
286,employment,employee_growth_6m,-0.0667,-3.4,negative,최근 6개월 고용 증가율이 동일 산업 내 하위 18% 수준에 그칩니다.
286,news_event,growth_event_12m_count,0.0,-2.9,negative,최근 12개월 성장 이벤트가 동일 산업 내 하위 12% 수준에 그칩니다.
286,employment,net_hiring_rate_6m,-0.0659,-2.6,negative,최근 6개월 순채용률이 동일 산업 내 하위 21% 수준에 그칩니다.
287,financial,revenue_growth_1y,2.0313,6.6,positive,최근 1년 매출 성장률이 동일 산업 내 상위 11% 수준입니다.
287,financial,operating_margin_change_1y,0.609,3.0,positive,영업이익률 개선폭이 동일 산업 내 상위 20% 수준입니다.
287,employment,net_hiring_rate_6m,0.1714,2.6,positive,최근 6개월 순채용률이 동일 산업 내 상위 21% 수준입니다.
287,financial,liabilities_to_assets,1.0683,-3.7,negative,자산 대비 부채 비율이 동일 산업 내 높은 편입니다(위험 요인).
287,employment,employee_growth_slope,-0.0332,-2.8,negative,고용 증가 추세가 동일 산업 내 하위 11% 수준에 그칩니다.
287,patent,registered_ratio_mature,0.6667,-2.5,negative,특허 등록 전환율이 동일 산업 내 하위 15% 수준에 그칩니다.
288,financial,operating_margin,0.2084,2.8,positive,영업이익률이 동일 산업 내 상위 5% 수준입니다.
288,financial,revenue_growth_1y,0.4109,1.7,positive,최근 1년 매출 성장률이 동일 산업 내 상위 39% 수준입니다.
288,employment,employee_volatility,0.0202,1.7,positive,고용 변동성이 동일 산업 내 낮은 편입니다(안정 요인).
288,industry,industry_revenue_growth_1y,0.0344,-2.4,negative,소속 산업 매출 성장률이 전체 산업 대비 하위 25% 수준에 그칩니다.
288,patent,patent_momentum,0.75,-1.4,negative,최근 특허 활동 모멘텀이 동일 산업 내 하위 42% 수준에 그칩니다.
288,employment,employee_growth_6m,0.0417,-1.4,negative,최근 6개월 고용 증가율이 동일 산업 내 하위 39% 수준에 그칩니다.
289,patent,patent_momentum,5.4,6.7,positive,최근 특허 활동 모멘텀이 동일 산업 내 상위 4% 수준입니다.
289,financial,revenue_growth_1y,1.8102,5.0,positive,최근 1년 매출 성장률이 동일 산업 내 상위 13% 수준입니다.
289,financial,operating_margin_change_1y,2.1514,3.2,positive,영업이익률 개선폭이 동일 산업 내 상위 11% 수준입니다.
289,financial,asset_growth_1y,-0.4538,-3.8,negative,최근 1년 자산 성장률이 동일 산업 내 하위 3% 수준에 그칩니다.
289,financial,liabilities_to_assets,2.327,-3.6,negative,자산 대비 부채 비율이 동일 산업 내 높은 편입니다(위험 요인).
289,industry,industry_revenue_growth_1y,0.0344,-2.0,negative,소속 산업 매출 성장률이 전체 산업 대비 하위 25% 수준에 그칩니다.
290,employment,employee_growth_acceleration,0.1,1.8,positive,고용 증가 가속도가 동일 산업 내 상위 16% 수준입니다.
290,employment,employee_growth_6m,0.1,1.6,positive,최근 6개월 고용 증가율이 동일 산업 내 상위 35% 수준입니다.
290,employment,net_hiring_rate_6m,0.0976,1.4,positive,최근 6개월 순채용률이 동일 산업 내 상위 35% 수준입니다.
290,patent,patent_count_3y,0.0,-11.3,negative,최근 3년 특허 출원이 동일 산업 내 하위 8% 수준에 그칩니다.
290,financial,revenue_growth_1y,-0.5826,-6.3,negative,최근 1년 매출 성장률이 동일 산업 내 하위 4% 수준에 그칩니다.
290,financial,revenue_cagr_best,-0.4193,-5.0,negative,중기(CAGR) 매출 성장률이 동일 산업 내 하위 4% 수준에 그칩니다.
291,financial,revenue_growth_1y,1.5108,5.8,positive,최근 1년 매출 성장률이 동일 산업 내 상위 15% 수준입니다.
291,financial,asset_growth_1y,0.5096,2.4,positive,최근 1년 자산 성장률이 동일 산업 내 상위 27% 수준입니다.
291,patent,registered_ratio_mature,1.0,1.9,positive,특허 등록 전환율이 동일 산업 내 상위 24% 수준입니다.
291,patent,patent_momentum,0.0,-5.8,negative,최근 특허 활동 모멘텀이 동일 산업 내 하위 10% 수준에 그칩니다.
291,patent,patent_count_3y,0.0,-4.5,negative,최근 3년 특허 출원이 동일 산업 내 하위 8% 수준에 그칩니다.
291,industry,industry_revenue_growth_1y,0.0344,-2.0,negative,소속 산업 매출 성장률이 전체 산업 대비 하위 25% 수준에 그칩니다.
292,patent,patent_count_3y,29.0,4.9,positive,최근 3년 특허 출원이 동일 산업 내 상위 5% 수준입니다.
292,financial,asset_growth_1y,1.0039,3.4,positive,최근 1년 자산 성장률이 동일 산업 내 상위 8% 수준입니다.
292,news_event,growth_event_12m_count,60.0,3.3,positive,최근 12개월 성장 이벤트가 동일 산업 내 상위 1% 수준입니다.
292,financial,liabilities_to_assets,2.2432,-3.4,negative,자산 대비 부채 비율이 동일 산업 내 높은 편입니다(위험 요인).
292,industry,industry_revenue_growth_1y,0.0344,-2.0,negative,소속 산업 매출 성장률이 전체 산업 대비 하위 25% 수준에 그칩니다.
292,financial,revenue_growth_1y,0.1688,-1.8,negative,최근 1년 매출 성장률이 동일 산업 내 하위 37% 수준에 그칩니다.
293,employment,net_hiring_rate_6m,0.1685,4.4,positive,최근 6개월 순채용률이 동일 산업 내 상위 23% 수준입니다.
293,employment,employee_growth_slope,0.0337,4.2,positive,고용 증가 추세가 동일 산업 내 상위 18% 수준입니다.
293,news_event,growth_event_12m_count,25.0,2.6,positive,최근 12개월 성장 이벤트가 동일 산업 내 상위 12% 수준입니다.
293,financial,revenue_growth_1y,0.1179,-2.4,negative,최근 1년 매출 성장률이 동일 산업 내 하위 32% 수준에 그칩니다.
293,industry,industry_revenue_growth_1y,0.0344,-2.0,negative,소속 산업 매출 성장률이 전체 산업 대비 하위 25% 수준에 그칩니다.
293,financial,asset_growth_1y,-0.0763,-1.9,negative,최근 1년 자산 성장률이 동일 산업 내 하위 27% 수준에 그칩니다.
294,employment,employee_volatility,0.0,5.8,positive,고용 변동성이 동일 산업 내 낮은 편입니다(안정 요인).
294,financial,revenue_growth_1y,0.7825,2.5,positive,최근 1년 매출 성장률이 동일 산업 내 상위 35% 수준입니다.
294,financial,revenue_cagr_best,0.4831,2.1,positive,중기(CAGR) 매출 성장률이 동일 산업 내 상위 34% 수준입니다.
294,patent,patent_count_3y,0.0,-13.3,negative,최근 3년 특허 출원이 동일 산업 내 하위 8% 수준에 그칩니다.
294,employment,net_hiring_rate_6m,0.0,-4.8,negative,최근 6개월 순채용률이 동일 산업 내 하위 34% 수준에 그칩니다.
294,patent,new_ipc_count_1y,0.0,-3.1,negative,신규 기술분야(IPC) 진출이 동일 산업 내 하위 21% 수준에 그칩니다.
295,financial,revenue_cagr_best,0.6439,3.8,positive,중기(CAGR) 매출 성장률이 동일 산업 내 상위 15% 수준입니다.
295,employment,employee_growth_acceleration,0.6398,2.6,positive,고용 증가 가속도가 동일 산업 내 상위 1% 수준입니다.
295,patent,patent_count_3y,8.0,2.3,positive,최근 3년 특허 출원이 동일 산업 내 상위 29% 수준입니다.
295,employment,employee_growth_6m,-0.8387,-5.1,negative,최근 6개월 고용 증가율이 동일 산업 내 하위 3% 수준에 그칩니다.
295,financial,revenue_growth_1y,-0.1433,-4.7,negative,최근 1년 매출 성장률이 동일 산업 내 하위 15% 수준에 그칩니다.
295,employment,net_hiring_rate_6m,-2.025,-4.4,negative,최근 6개월 순채용률이 동일 산업 내 하위 1% 수준에 그칩니다.
296,employment,employee_growth_6m,0.4872,4.8,positive,최근 6개월 고용 증가율이 동일 산업 내 상위 5% 수준입니다.
296,patent,patent_momentum,3.0,4.6,positive,최근 특허 활동 모멘텀이 동일 산업 내 상위 18% 수준입니다.
296,employment,net_hiring_rate_6m,0.3579,4.0,positive,최근 6개월 순채용률이 동일 산업 내 상위 5% 수준입니다.
296,financial,revenue_cagr_best,-0.1285,-4.7,negative,중기(CAGR) 매출 성장률이 동일 산업 내 하위 7% 수준에 그칩니다.
296,industry,industry_revenue_growth_1y,0.0344,-2.0,negative,소속 산업 매출 성장률이 전체 산업 대비 하위 25% 수준에 그칩니다.
296,employment,employee_volatility,0.211,-1.5,negative,고용 변동성이 동일 산업 내 높은 편입니다(위험 요인).
297,employment,employee_growth_6m,0.2353,4.2,positive,최근 6개월 고용 증가율이 동일 산업 내 상위 17% 수준입니다.
297,employment,net_hiring_rate_6m,0.2034,3.3,positive,최근 6개월 순채용률이 동일 산업 내 상위 19% 수준입니다.
297,employment,employee_growth_slope,0.0424,3.3,positive,고용 증가 추세가 동일 산업 내 상위 11% 수준입니다.
297,patent,patent_momentum,0.0,-6.9,negative,최근 특허 활동 모멘텀이 동일 산업 내 하위 10% 수준에 그칩니다.
297,financial,revenue_growth_1y,-0.3253,-6.6,negative,최근 1년 매출 성장률이 동일 산업 내 하위 8% 수준에 그칩니다.
297,patent,patent_count_3y,0.0,-5.3,negative,최근 3년 특허 출원이 동일 산업 내 하위 8% 수준에 그칩니다.
298,patent,registered_ratio_mature,1.0,2.2,positive,특허 등록 전환율이 동일 산업 내 상위 24% 수준입니다.
298,industry,industry_rd_growth_1y,0.2941,1.6,positive,소속 산업 R&D 투자 성장률이 전체 산업 대비 상위 25% 수준입니다.
298,employment,employee_volatility,0.0406,1.4,positive,고용 변동성이 동일 산업 내 낮은 편입니다(안정 요인).
298,patent,patent_momentum,0.0,-6.9,negative,최근 특허 활동 모멘텀이 동일 산업 내 하위 10% 수준에 그칩니다.
298,financial,revenue_growth_1y,-0.322,-6.2,negative,최근 1년 매출 성장률이 동일 산업 내 하위 11% 수준에 그칩니다.
298,employment,employee_growth_6m,-0.125,-5.4,negative,최근 6개월 고용 증가율이 동일 산업 내 하위 7% 수준에 그칩니다.
299,financial,operating_margin_change_1y,0.1742,1.6,positive,영업이익률 개선폭이 동일 산업 내 상위 30% 수준입니다.
299,industry,industry_rd_growth_1y,0.2941,1.4,positive,소속 산업 R&D 투자 성장률이 전체 산업 대비 상위 25% 수준입니다.
299,employment,employee_growth_slope,0.0165,1.3,positive,고용 증가 추세가 동일 산업 내 상위 32% 수준입니다.
299,financial,liabilities_to_assets,1.1412,-3.3,negative,자산 대비 부채 비율이 동일 산업 내 높은 편입니다(위험 요인).
299,patent,patent_momentum,0.4286,-3.3,negative,최근 특허 활동 모멘텀이 동일 산업 내 하위 27% 수준에 그칩니다.
